Deal_title,Lead_name,Industry,Deal_value,Weighted_amount,Date_of_creation,Pitch,Contact_no,Lead_revenue,Fund_category,Geography,Location,POC_name,Designation,Lead_POC_email,Hiring_candidate_role,Lead_source,Level_of_meeting,Last_lead_update,Internal_POC,Resource,Internal_rating,Success_probability
TitleDM0NX,Miller Group Ltd,Software,397714$,2704455.2$,2020-08-04,Product_2,728.417.9806x9243,100 - 500 Million,Category 2,USA,"Rome, GA",William Rich,Executive Vice President,williamrich@miller.com,"Engineer, manufacturing systems",Website,Level 3,Following up but lead not responding,"Logan,Kevin N",Not enough,5,76.2
TitleHW8BV,Velez and Sons Inc,Restaurants,58529$,380438.5$,2020-07-04,Product_2,859.441.1498,50 - 100 Million,Category 1,India,Muzaffarpur,mamta,CEO/Co-Founder/Chairman,richardedwards@velez.com,English as a foreign language teacher,Contact Email,Level 3,,"Massiah,Gerard F",No,3,62.5
TitleD99VC,Johnson LLC PLC,REIT,39768$,222700.8$,2020-03-07,Product_1,+1-051-360-3315x718,50 - 100 Million,Category 3,,Bakshpur,vijaya devi,CEO,paulhouston@johnson.com,Research scientist (life sciences),Website,Level 2,Up-to-date,"Brown,Maxine A",Cannot deliver,1,56.2
TitleP469R,Stevens Inc Group,Energy,326944$,2190524.8$,2020-07-03,Product_2,930.858.2449x55613,500 Million - 1 Billion,Category 4,USA,"Jefferson City, MO",Jessica Pitts,Vice President / GM (04-present) : VP Sales and Marketing (01-04),jessicapitts@stevens.com,Nutritional therapist,Marketing Event,Level 2,5 days back,"Gilley,Janine",Yes,1,67.3
TitleAIVOK,Jones-Kelley Ltd,Insurance,289402$,,2019-07-24,Product_2,001-850-954-7819x6943,100 - 500 Million,Category 2,India,Salem,pinki,Chief Executive Officer,pamelabrooks@joneskelley.com,Community arts worker,Marketing Event,Level 1,Following up but lead not responding,"Davis,Brian R",We have all the requirements,1,26.35
TitleF03TW,"Newton, Richardson and Greene Group",Furniture/Fixtures,20372$,131399.4$,2021-01-13,Product_1,(629)694-2609x18246,100 - 500 Million,Category 2,USA,"Binghamton, NY",Amy Roy,SVP/General Counsel ,amyroy@newton.com,Education administrator,Marketing Event,Level 3,More than a week back,"Ullrich,Rose Anne",We have all the requirements,4,70.8
Title9AKRK,"Rivera, Knight and Mitchell Inc",BioTech/Drugs,268413$,1758105.15$,2019-11-21,Product_1,515-992-2907x894,100 - 500 Million,Category 1,India,Jodhpur,lalita choudhry,Executive Vice President,robertbradley@rivera.com,"Administrator, Civil Service",Contact Email,Level 3,Did not hear back after Level 1,"Meli,Teresa V",Cannot deliver,1,61.8
TitleZR6HH,Goodman Inc LLC,Financial Services,103466$,719088.7$,2020-07-18,Product_2,711.497.7425x247,100 - 500 Million,Category 4,,Jorhat,kavita,Vice President / GM (04-present) : VP Sales and Marketing (01-04),adampatterson@goodman.com,Recruitment consultant,Contact Email,Level 3,Following up but lead not responding,"Brown,Maxine A",Not enough,5,63.599999999999994
TitleCFPJ8,Garcia PLC LLC,Healthcare Facilities/Services,145215$,,2020-02-03,Product_2,366-063-2167x45380,500 Million - 1 Billion,Category 4,USA,"Dothan, AL",Jeffrey Gray,SVP/General Counsel ,jeffreygray@garcia.com,Dentist,Contact Email,Level 2,5 days back,"Featherstone,Adrian R",We have all the requirements,1,64.0
TitleGHA2Y,Walker Ltd LLC,Investment Bank/Brokerage,353308$,2013855.6$,2019-10-27,Product_2,688.775.1400x842,100 - 500 Million,Category 2,,Indore,sahawaj,Chief Executive Officer,justingray@walker.com,Historic buildings inspector/conservation officer,Contact Email,Level 1,No track,"Davis,Sharrice A",Yes,4,59.099999999999994
TitleWKBSS,"Colon, Stewart and Gutierrez Group",Construction Services,27189$,191682.45$,2019-04-20,Product_1,143.173.3141,500 Million - 1 Billion,Category 4,India,Khammam,riya masi,CEO/Co-Founder/Chairman,tyronegonzalez@colon.com,"Designer, interior/spatial",Marketing Event,Level 3,More than a week back,"McKenstry,Loretta A",Yes,5,65.3
TitleQDO15,Flores-Malone LLC,Biotech/Healthcare,140037$,945249.75$,2020-09-05,Product_2,(907)685-9172,100 - 500 Million,Category 1,USA,"Scranton--Wilkes-Barre--Hazleton, PA",Robert Carroll,Chief Executive Officer,robertcarroll@floresmalone.com,Aeronautical engineer,Website,Level 2,No track,"Green,Ann E",We have all the requirements,3,72.9
TitlePO2U6,Kelly-Dunn Inc,Furniture/Fixtures,447489$,2953427.4$,2019-11-05,Product_2,384.477.9704,100 - 500 Million,Category 4,USA,"Green Bay, WI",Jessica Owen,SVP/General Counsel ,jessicaowen@kellydunn.com,Minerals surveyor,Others,Level 2,More than a week back,"Massiah,Gerard F",No,5,69.2
TitleGO7B8,Brown Group Inc,Grocery,305222$,,2020-11-25,Product_2,(717)710-5528,100 - 500 Million,Category 4,India,Bhopal ,munni w/o ami lal,Vice President / GM (04-present) : VP Sales and Marketing (01-04),marywagner@brown.com,Firefighter,Contact Email,Level 2,2 days back,"Pappas,Mark S",Cannot deliver,2,55.599999999999994
TitleANJT4,"Gregory, Williams and Booth PLC",Recreational Products,387151$,2380978.65$,2020-07-22,Product_1,203.470.2317,100 - 500 Million,Category 3,USA,"Sebring, FL",Elizabeth Moss,CEO/Chairman/President,elizabethmoss@gregory.com,Land/geomatics surveyor,Others,Level 3,5 days back,"Robinson,John C",No,2,67.1
TitlePM2DT,May PLC Inc,Chemical Manufacturing,126778$,709956.8$,2020-04-23,Product_1,213.596.3680x8156,500 Million - 1 Billion,Category 2,India,Lucknow,mam kaur,CEO,benjaminjohnson@may.com,"Engineer, electronics",Others,Level 1,No track,"Jones,Michael L",Yes,4,61.8
TitleLB9UJ,Fields-Evans Group,Materials/Manufacturing,248887$,1443544.6$,2019-09-18,Product_2,6894186759,50 - 100 Million,Category 3,India,Bhavnagar,poonam,CEO/Chairman/President,amycarr@fieldsevans.com,Museum/gallery conservator,Others,Level 3,More than a week back,"Gould,Lisa D",Yes,2,59.599999999999994
TitleECYSB,"Higgins, Lee and Wallace PLC",Chemical Manufacturing,281249$,1701556.45$,2020-09-22,Product_1,6948578616,50 - 100 Million,Category 1,USA,"Birmingham-Hoover, AL",Jonathan Knight,Vice President / GM (04-present) : VP Sales and Marketing (01-04),jonathanknight@higgins.com,Acupuncturist,Contact Email,Level 1,2 days back,"Leu,Darren L",Cannot deliver,1,63.900000000000006
TitleFL0ET,Wall and Sons and Sons,Healthcare Facilities/Services,205620$,1202877.0$,2020-03-20,Product_1,(982)404-7752x9792,50 - 100 Million,Category 3,India,Davangere,ashu,CEO,davidproctor@wall.com,Health promotion specialist,Contact Email,Level 2,No track,"Hanyok,John J",Deliverable,4,58.8
TitleVIBB1,"Meyers, Campbell and West Group",Trucking,350034$,1872681.9$,2019-01-30,Product_2,634-253-8037x611,50 - 100 Million,Category 2,India,Adilabad,priya,CEO/Chairman/President,jamesnelson@meyers.com,Environmental education officer,Contact Email,Level 1,Up-to-date,"Dyson,William A",No,2,55.400000000000006
TitleEI25F,Pratt Ltd and Sons,Personal Services,32376$,200731.2$,2020-06-06,Product_2,+1-815-699-8768,100 - 500 Million,Category 4,India,Silvassa,mala,CEO/Co-Founder/Chairman,jessehernandez@pratt.com,Equities trader,Marketing Event,Level 2,?,"Gaskins Jr,Franklin D",Yes,2,55.900000000000006
TitleXAK90,Mercado-Newton Ltd,Banks,139857$,937041.9$,2020-04-09,Product_2,921-479-0907x272,100 - 500 Million,Category 3,India,Bharatpur,jyoti,CEO,kevinflores@mercadonewton.com,Phytotherapist,Website,Level 3,Did not hear back after Level 1,"Ryker,David",Not enough,5,67.7
TitleOC66V,Bauer PLC Inc,Banks,420057$,2919396.15$,2020-07-24,Product_1,(150)676-8640,100 - 500 Million,Category 4,USA,"Burlington-South Burlington, VT",David Thornton,Executive Vice President,davidthornton@bauer.com,Newspaper journalist,Marketing Event,Level 3,more than a month,"Sutton,Michelle R",No,1,68.6
Title8STM4,Holt-Johnson LLC,Banks,473639$,3102335.45$,2020-02-02,Product_2,527.930.4913,100 - 500 Million,Category 1,USA,"Greenville-Anderson-Mauldin, SC",Jennifer Fowler,CEO/Co-Founder/Chairman,jenniferfowler@holtjohnson.com,Publishing rights manager,Others,Level 3,2 days back,"Gaskins Jr,Franklin D",We have all the requirements,1,70.1
TitleLB0DP,Fields Group Ltd,Banks,8123$,51174.9$,2019-09-28,Product_2,623.910.8110x9858,500 Million - 1 Billion,Category 4,India,Mahabubnagar,palak,CEO/President,melissadavis@fields.com,Chartered public finance accountant,Contact Email,Level 2,Did not hear back after Level 1,"Kiepea,Prince A",Cannot deliver,3,57.2
TitleOU2OA,Bell-Smith and Sons,Insurance,203633$,1272706.25$,2020-03-25,Product_1,938.876.8356,50 - 100 Million,Category 1,USA,"Kingsport-Bristol-Bristol, TN-VA",Jacob Moore,CEO/President,jacobmoore@bellsmith.com,Community pharmacist,Others,Level 2,Following up but lead not responding,"Jones,Michael L",Deliverable,3,107.34
Title9F993,"Williams, Hicks and Thomas LLC",Services,55272$,317814.0$,2020-07-25,Product_2,001-489-480-6102x1426,100 - 500 Million,Category 2,India,Davangere,sangeeta pandey,Vice President / GM (04-present) : VP Sales and Marketing (01-04),cameronstanley@williams.com,Quality manager,Website,Level 1,Up-to-date,"Jones,Eyvette W",We have all the requirements,4,60.7
TitleFJO77,"Allen, Jones and Vincent Group",Financial Services,21528$,142084.8$,2019-07-07,Product_2,113.628.0984,100 - 500 Million,Category 1,USA,"Tampa-St. Petersburg-Clearwater, FL",Tina Sullivan DDS,Chairman/CEO/President,tinasullivan@allen.com,Multimedia specialist,Marketing Event,Level 2,5 days back,"Rocks,Michael J",Cannot deliver,3,69.6
TitleNGEH9,Schultz Group PLC,Training,293634$,1879257.6$,2020-03-24,Product_1,+1-585-287-3492x7096,100 - 500 Million,Category 1,USA,"Kokomo, IN",Michelle Martinez,CEO,michellemartinez@schultz.com,Exhibition designer,Contact Email,Level 2,more than a month,"Charles,Caleb",We have all the requirements,1,66.1
TitleXHIRY,Wang and Sons Group,Health/Accident,471692$,2995244.2$,2019-03-11,Product_2,001-249-246-2278x4693,50 - 100 Million,Category 3,USA,"Hattiesburg, MS",Maria Gomez,Vice President / GM (04-present) : VP Sales and Marketing (01-04),mariagomez@wang.com,Air broker,Website,Level 3,More than a week back,"Hanyok,John J",Deliverable,2,26.35
TitleNP5Z6,Salinas-Parsons and Sons,Hotels/Motels,435551$,2417308.05$,2020-06-02,Product_1,264-257-8983,50 - 100 Million,Category 2,India,Vizianagaram,hina,Chairman/CEO/President,rebeccajohnson@salinasparsons.com,Special educational needs teacher,Contact Email,Level 1,Following up but lead not responding,"Mabrey,Kevin C",,3,58.599999999999994
TitleA1JRB,Jones-Walker LLC,Healthcare Facilities/Services,215488$,1271379.2$,2020-06-25,Product_1,951-935-8395,100 - 500 Million,Category 2,India,Haora,lalita,Vice President / GM (04-present) : VP Sales and Marketing (01-04),bonniecooper@joneswalker.com,Environmental consultant,Contact Email,Level 2,More than a week back,"Brown,Maxine A",Not enough,3,107.34
TitleTKK3G,"Mcdonald, Mays and Cruz and Sons",Health/Accident,20117$,114666.9$,2019-08-16,Product_2,856-028-4174x623,100 - 500 Million,Category 2,India,Tirupati,babita,SVP/General Counsel ,christopherjones@mcdonald.com,Paediatric nurse,Marketing Event,Level 1,Up-to-date,"Young,Valerie K",Yes,4,59.400000000000006
TitleDCFQI,Hanson Group Group,Investment Bank/Brokerage,495539$,3047564.85$,2020-09-27,Product_2,944.832.2417x731,100 - 500 Million,Category 4,India,Nellore,mnisha,Vice President / GM (04-present) : VP Sales and Marketing (01-04),richardharrison@hanson.com,Charity officer,Website,Level 1,Following up but lead not responding,"Hanyok,John J",No,2,57.5
TitleOJFDA,"Shaw, Evans and Adams Inc",Architecture/Engineering,150122$,975793.0$,2020-02-25,Product_2,153.379.6127,500 Million - 1 Billion,Category 4,USA,"Oklahoma City, OK",Deanna Schaefer,CEO/President,deannaschaefer@shaw.com,Industrial/product designer,Marketing Event,Level 1,,"Houston,Arnold E",No,1,65.6
TitleHJR2W,"Smith, Carrillo and Maynard PLC",Real Estate,295895$,1642217.25$,2019-11-18,Product_2,(905)762-7927x975,50 - 100 Million,Category 2,USA,"Hanford-Corcoran, CA",Kelly Noble,CEO,kellynoble@smith.com,Landscape architect,Others,Level 2,Did not hear back after Level 1,"Ross,Eric L",Deliverable,2,65.4
Title0G2FM,"Jones, Leonard and Singh Ltd",Other Investment Firms,365385$,2265387.0$,2020-08-31,Product_1,7544300430,50 - 100 Million,Category 3,India,Bhilai,kajal,Chairman/Chief Innovation Officer,ericalewis@jones.com,"Buyer, retail",Contact Email,Level 3,Following up but lead not responding,"Leu,Darren L",Cannot deliver,3,61.5
TitleR9WD8,Booth-Bradley and Sons,Banks,435442$,2852145.1$,2019-12-30,Product_2,+1-427-177-1922x918,50 - 100 Million,Category 1,,Bhagalpur,padma,CEO/Chairman/President,alexanderoneill@boothbradley.com,Production engineer,Website,Level 3,No track,"Logan,Kevin N",No,2,64.9
TitleN76BA,"Keller, Welch and Davenport Inc",Restaurants,288481$,1687613.85$,2020-11-14,Product_2,444.075.9448x4797,50 - 100 Million,Category 3,,"Cape Girardeau, MO-IL",Christopher Walker,CEO/Co-Founder/Chairman,christopherwalker@keller.com,Sports coach,Contact Email,Level 1,Pending,"Tondeur,Keith D",Cannot deliver,3,64.1
TitleW2HYF,"Fields, Horne and Valencia Inc",REIT,321765$,1946678.25$,2019-03-31,Product_1,+1-695-603-9746x07840,100 - 500 Million,Category 2,India,Raipur,asha,CEO/Co-Founder/Chairman,mariahjames@fields.com,"Buyer, retail",Contact Email,Level 3,More than a week back,"Turner,Marlon D",Yes,1,107.34
TitleRJOH9,Smith PLC PLC,Financial Services,39425$,,2019-08-21,Product_2,240-739-8192x5216,50 - 100 Million,Category 4,,Panaji,sakshi,SVP/General Counsel ,leahcruz@smith.com,"Engineer, building services",Marketing Event,Level 2,,"Anthony,Katherine D",Yes,4,58.599999999999994
TitlePUZPF,Zimmerman Ltd Inc,Marketing/Advertising,32996$,201275.6$,2020-04-21,Product_1,001-454-499-3834x4710,50 - 100 Million,Category 2,India,Vellore,rajkali,Chief Executive Officer,rhondalong@zimmerman.com,"Engineer, broadcasting (operations)",Marketing Event,Level 3,Did not hear back after Level 1,"Abdul-Hamid,Saud Muhamad",We have all the requirements,4,63.3
TitleNM6O0,Christian-Santana LLC,Telecom Hardware,214941$,1311140.1$,2021-01-19,Product_2,425-512-9593x85771,500 Million - 1 Billion,Category 1,India,Itanagar,kajal@ poonam,CEO/Chairman/President,tammygarcia@christiansantana.com,"Scientist, forensic",Others,Level 2,,"Gilley,Janine",Yes,1,61.8
Title2N0DN,"Rodriguez, Pitts and Gonzales Ltd",Healthcare Facilities/Services,215434$,1389549.3$,2019-04-20,Product_2,+1-158-241-6936x27731,500 Million - 1 Billion,Category 3,,"Kankakee, IL",Russell Baker,SVP/General Counsel ,russellbaker@rodriguez.com,IT consultant,Contact Email,Level 3,2 days back,"Bannister,Joan",Not enough,1,67.2
TitleGJR57,"Davis, Bennett and Roberts Ltd",Banks,258822$,1734107.4$,2019-04-26,Product_2,001-315-001-4235x2051,500 Million - 1 Billion,Category 1,USA,"Ocala, FL",Patrick Jacobs,CEO/President,patrickjacobs@davis.com,Agricultural engineer,Contact Email,Level 2,,"Salyers,Daniel L",Not enough,4,70.7
TitleZ9HXP,Ramirez-Dodson LLC,Other Biz Services,359499$,2282818.65$,2020-11-29,Product_2,+1-295-874-4627x673,50 - 100 Million,Category 3,India,Chikka Mandya,afsari,SVP/General Counsel ,ashleyevans@ramirezdodson.com,"Engineer, building services",Website,Level 3,,"Morsy,Omar A",No,4,65.1
TitleHBPWY,Ray-Patel Ltd,Gold/Silver,153496$,859577.6$,2019-09-01,Product_2,001-536-771-1580x11935,100 - 500 Million,Category 3,India,Muzaffarnagar,pratibha pareek,Executive Vice President,danielchan@raypatel.com,Multimedia programmer,Others,Level 1,Up-to-date,"Charles,Caleb",Cannot deliver,4,58.900000000000006
TitleSXI1V,Hopkins-Gonzales Inc,Semiconductors,385695$,2545587.0$,2019-09-19,Product_1,+1-566-253-0919x0667,50 - 100 Million,Category 4,India,Kota,indara,Vice President / GM (04-present) : VP Sales and Marketing (01-04),markfarley@hopkinsgonzales.com,Horticultural consultant,Marketing Event,Level 3,No track,"Maine,John P",No,2,61.099999999999994
TitleG4K9D,Meyers Group Ltd,Banks,120782$,815278.5$,2019-11-11,Product_2,383.751.9630,100 - 500 Million,Category 1,India,Ahmedabad,pinki,Vice President / GM (04-present) : VP Sales and Marketing (01-04),laurenmorgan@meyers.com,Radiation protection practitioner,Others,Level 3,,"Carter Sr,Clifton E",Deliverable,5,68.4
TitleDOUSC,"Davidson, Frank and Gross PLC",Biotech/Healthcare,128787$,792040.05$,2019-09-03,Product_1,379.334.6902x0777,50 - 100 Million,Category 2,,Ajmer,rakhi,Chief Executive Officer,dr.richard@davidson.com,Counselling psychologist,Marketing Event,Level 2,Up-to-date,"Logan,Kevin N",Not enough,5,65.7
Title3MZU6,Murray and Sons Group,Other Consulting,474158$,2726408.5$,2019-08-04,Product_2,(833)864-9801x9376,50 - 100 Million,Category 2,India,Firozabad,sonia,Executive Vice President,kathrynwalsh@murray.com,Environmental health practitioner,Marketing Event,Level 2,Pending,"Ross,Eric L",Cannot deliver,1,60.400000000000006
Title0CB6H,Ochoa-Kennedy Ltd,"Oil, Gas, Coal",488995$,,2019-10-21,Product_2,001-703-429-6521x184,50 - 100 Million,Category 1,USA,"Walla Walla, WA",Jennifer Dougherty,Executive Vice President,jenniferdougherty@ochoakennedy.com,"Designer, multimedia",Marketing Event,Level 3,,"Bannister,Joan",Yes,4,74.8
Title151Z0,Lane and Sons Group,Financial Services,337755$,2296734.0$,2019-06-24,Product_1,7069158848,50 - 100 Million,Category 1,,Bikaner,supriya,SVP/General Counsel ,loriburke@lane.com,Technical sales engineer,Marketing Event,Level 3,Following up but lead not responding,"Rocks,Michael J",We have all the requirements,4,107.34
TitleABFM5,Zimmerman Group Inc,Banks,265928$,1529086.0$,2019-05-23,Product_1,001-539-987-2245x827,50 - 100 Million,Category 2,USA,"Minneapolis-St. Paul-Bloomington, MN-WI",John Ray,Chief Executive Officer,johnray@zimmerman.com,Physiotherapist,Contact Email,Level 1,2 days back,"Jones,Eyvette W",Not enough,4,65.6
TitlePDEBZ,Taylor-Adams PLC,Banks,177061$,1026953.8$,2019-04-02,Product_1,513-997-0891x31792,500 Million - 1 Billion,Category 2,,"Yuma, AZ",Donna Brown,Chief Executive Officer,donnabrown@tayloradams.com,"Engineer, technical sales",Others,Level 2,Following up but lead not responding,"Tondeur,Keith D",We have all the requirements,2,67.3
TitleG3KQI,"Chavez, Smith and Bowers LLC",Banks,482386$,3256105.5$,2020-01-27,Product_1,(216)116-0808x100,500 Million - 1 Billion,Category 2,USA,"Cape Girardeau, MO-IL",Robert Smith,CEO/President,robertsmith@chavez.com,"Copywriter, advertising",Marketing Event,Level 3,No track,"Dyson,William A",Deliverable,4,75.2
Title6E7HC,"Johns, Henson and Jackson PLC",Health/Accident,411683$,2408345.55$,2019-08-02,Product_1,(639)049-0545,50 - 100 Million,Category 4,India,Saidapur,anju,Executive Vice President,michellereynolds@johns.com,Astronomer,Others,Level 2,More than 2 weeks,"Hebron,Artenia D",Deliverable,2,107.34
TitleF0RCH,"Bautista, Mendez and Krause PLC",Aerospace/Defense,180377$,1145393.95$,2020-05-16,Product_2,513-543-8001x29821,50 - 100 Million,Category 3,USA,"Altoona, PA",Taylor Hale,SVP/General Counsel ,taylorhale@bautista.com,Higher education lecturer,Website,Level 3,Did not hear back after Level 1,"Cash,Tyrone J",Deliverable,2,-5.0
TitleR7R34,"Walker, Bolton and Smith PLC",Social Services,331636$,2072725.0$,2020-10-13,Product_1,+1-886-602-4950x9403,50 - 100 Million,Category 4,India,Purnea,bhateri @ bhawna,CEO/President,jordanlane@walker.com,Waste management officer,Others,Level 2,2 days back,"Carter Sr,Clifton E",Deliverable,5,61.7
